Ensambel	Gene Name	Gene Type	Normal-1	Normal-2	Normal-3	Normal-4	Tumor-1	Tumor-2	Tumor-3	Tumor-4
3406	ENSG00000107281.10	NPDC1	protein_coding	562	12049	1095	2676	173	1917	2006	2537
3407	ENSG00000107282.8	APBA1	protein_coding	462	536	1098	187	296	146	1122	1043
3408	ENSG00000107290.14	SETX	protein_coding	3819	14191	12000	5264	6564	7576	16022	6186
3409	ENSG00000107295.10	SH3GL2	protein_coding	9	355	1	577	1	0	29	722
3410	ENSG00000107317.13	PTGDS	protein_coding	54	406	57	16	24	9	214	183
3411	ENSG00000107331.17	ABCA2	protein_coding	1849	8782	4642	5995	600	3288	8359	8193
3412	ENSG00000107338.10	SHB	protein_coding	1788	2496	1977	545	2008	3182	4285	594
3413	ENSG00000107341.5	UBE2R2	protein_coding	7318	10385	6458	3284	10101	6929	11775	3300
3414	ENSG00000107362.14	ABHD17B	protein_coding	1484	2059	1465	732	1738	1158	1749	581
3415	ENSG00000107371.14	EXOSC3	protein_coding	350	1029	920	470	1167	670	1182	541
3416	ENSG00000107372.13	ZFAND5	protein_coding	10137	18576	11192	7024	11732	11354	19718	46796
3417	ENSG00000107404.20	DVL1	protein_coding	5771	9425	13110	4473	8901	6105	10574	3278
3418	ENSG00000107438.9	PDLIM1	protein_coding	7052	17045	14787	8436	26075	17284	31695	5214
3419	ENSG00000107443.16	CCNJ	protein_coding	256	819	2767	428	609	617	2771	485
3420	ENSG00000107447.8	DNTT	protein_coding	1	0	2	0	0	5	1	1
3421	ENSG00000107485.18	GATA3	protein_coding	204	118	152	36	513	361	1728	29
3422	ENSG00000107518.18	ATRNL1	protein_coding	26	135	29	23	8	122	154	401
3423	ENSG00000107521.19	HPS1	protein_coding	2950	11274	8301	2984	6322	5035	10352	2914
3424	ENSG00000107537.14	PHYH	protein_coding	390	4740	2160	1823	417	1243	5238	2067
3425	ENSG00000107551.21	RASSF4	protein_coding	192	1233	2154	196	247	1171	1887	745
3426	ENSG00000107554.17	DNMBP	protein_coding	1692	19546	7321	5512	4651	7692	20396	4652
3427	ENSG00000107560.12	RAB11FIP2	protein_coding	543	3655	3125	5529	942	828	7797	4988
3428	ENSG00000107562.16	CXCL12	protein_coding	856	10260	3315	790	130	1442	4013	6094
3429	ENSG00000107566.14	ERLIN1	protein_coding	3792	6450	6144	2340	5699	3024	27212	1340
3430	ENSG00000107581.13	EIF3A	protein_coding	13918	33168	50329	16190	37699	23055	62465	14657
3431	ENSG00000107593.17	PKD2L1	protein_coding	2	4	38	0	4	30	22	0
3432	ENSG00000107611.16	CUBN	protein_coding	36	304	133	66	18	188	786	146
3433	ENSG00000107614.22	TRDMT1	protein_coding	128	953	1135	328	304	416	803	518
3434	ENSG00000107625.13	DDX50	protein_coding	934	1994	4235	883	2795	1553	4668	1312
3435	ENSG00000107643.16	MAPK8	protein_coding	1336	3506	3922	2415	2142	2874	5513	1764
3436	ENSG00000107651.13	SEC23IP	protein_coding	2073	12645	11509	4109	5112	3501	16302	3266
3437	ENSG00000107669.18	ATE1	protein_coding	1745	4105	7684	1672	3516	2696	10047	1679
3438	ENSG00000107672.15	NSMCE4A	protein_coding	862	2451	3043	1062	1380	1387	5225	1118
3439	ENSG00000107679.14	PLEKHA1	protein_coding	3083	10639	15775	2872	5308	6145	21164	3813
3440	ENSG00000107719.9	PALD1	protein_coding	620	758	5230	228	510	2469	934	1158
3441	ENSG00000107731.12	UNC5B	protein_coding	8760	15065	6158	2176	8594	5950	6413	1278
3442	ENSG00000107736.21	CDH23	protein_coding	117	622	136	299	33	88	551	767
3443	ENSG00000107738.20	VSIR	protein_coding	3744	12656	6860	2371	1302	5823	14891	1448
3444	ENSG00000107742.13	SPOCK2	protein_coding	1467	2123	2094	833	298	5890	3925	1510
3445	ENSG00000107745.19	MICU1	protein_coding	811	8796	6841	2664	2402	4497	9709	1850
3446	ENSG00000107758.16	PPP3CB	protein_coding	1517	3965	4413	2109	5171	2190	7115	3603
3447	ENSG00000107771.17	CCSER2	protein_coding	4723	6776	5378	3370	4464	2848	9390	6328
3448	ENSG00000107779.14	BMPR1A	protein_coding	1113	4520	4906	1785	2123	946	6265	6302
3449	ENSG00000107789.16	MINPP1	protein_coding	223	1630	4137	744	1021	1217	6479	542
3450	ENSG00000107796.13	ACTA2	protein_coding	6563	13721	6860	1892	2183	3416	5464	49316
3451	ENSG00000107798.18	LIPA	protein_coding	1685	5392	12224	2119	4157	6366	25337	1471
3452	ENSG00000107807.13	TLX1	protein_coding	1	24	178	3	0	101	1536	3
3453	ENSG00000107815.10	TWNK	protein_coding	441	703	3988	442	1715	1254	4057	406
3454	ENSG00000107816.17	LZTS2	protein_coding	2132	4763	5924	2279	2421	2717	11058	3865
3455	ENSG00000107819.13	SFXN3	protein_coding	431	4870	4968	1301	2041	3062	29105	1384
3456	ENSG00000107821.15	KAZALD1	protein_coding	72	3841	1457	605	18	634	6976	461
3457	ENSG00000107829.15	FBXW4	protein_coding	2188	4217	1594	1560	2230	1919	4471	2513
3458	ENSG00000107831.13	FGF8	protein_coding	1	5	5	1	0	2	7	0
3459	ENSG00000107833.10	NPM3	protein_coding	218	216	2351	110	1832	441	1605	90
3460	ENSG00000107854.6	TNKS2	protein_coding	5657	11222	12897	4003	7542	5537	20052	4317
3461	ENSG00000107859.10	PITX3	protein_coding	1	1	2	0	37	1	1	2
3462	ENSG00000107862.6	GBF1	protein_coding	8722	22022	19362	6966	18021	9582	58597	7670
3463	ENSG00000107863.18	ARHGAP21	protein_coding	2054	34038	14051	12752	9460	13151	20781	6429
3464	ENSG00000107864.15	CPEB3	protein_coding	1635	2234	989	968	618	510	2576	918
3465	ENSG00000107872.13	FBXL15	protein_coding	719	1155	1151	530	1254	629	2240	556
3466	ENSG00000107874.11	CUEDC2	protein_coding	1068	1924	3702	877	1823	1229	2780	1345
3467	ENSG00000107882.12	SUFU	protein_coding	2189	2240	2918	640	2521	845	4689	666
3468	ENSG00000107890.17	ANKRD26	protein_coding	377	2242	2655	1593	527	709	3349	1209
3469	ENSG00000107897.20	ACBD5	protein_coding	1249	6417	6483	2232	1879	2504	12222	1293
3470	ENSG00000107902.14	LHPP	protein_coding	2153	2934	1263	889	673	710	2939	1170
3471	ENSG00000107929.15	LARP4B	protein_coding	4693	15603	16155	6153	8034	7762	21901	3771
3472	ENSG00000107937.19	GTPBP4	protein_coding	1714	3745	13054	1722	7185	4943	13359	1626
3473	ENSG00000107938.18	EDRF1	protein_coding	361	1660	3258	614	846	733	4229	741
3474	ENSG00000107949.17	BCCIP	protein_coding	891	2559	6661	1499	3869	2623	7396	1468
3475	ENSG00000107951.15	MTPAP	protein_coding	560	1589	3269	808	1550	1443	5095	817
3476	ENSG00000107954.10	NEURL1	protein_coding	47	498	355	174	93	150	2761	174
3477	ENSG00000107957.16	SH3PXD2A	protein_coding	16372	20262	17427	2914	17203	6000	22707	9471
3478	ENSG00000107959.17	PITRM1	protein_coding	3214	6343	15319	3077	7051	3875	7754	3267
3479	ENSG00000107960.11	STN1	protein_coding	4991	4449	6304	1754	1759	2347	3555	1063
3480	ENSG00000107968.10	MAP3K8	protein_coding	580	1533	1843	237	711	1234	2033	1833
3481	ENSG00000107984.10	DKK1	protein_coding	2142	300	869	211	879	3092	5863	7
3482	ENSG00000108001.15	EBF3	protein_coding	40	217	162	53	42	184	289	135
3483	ENSG00000108010.12	GLRX3	protein_coding	2788	3678	9396	1561	9821	3316	9837	1137
3484	ENSG00000108018.15	SORCS1	protein_coding	70	498	10	126	9	0	57	782
3485	ENSG00000108021.20	TASOR2	protein_coding	2909	9651	14913	3860	6261	7261	13356	4462
3486	ENSG00000108039.18	XPNPEP1	protein_coding	2345	9153	16224	2596	7123	5559	24473	1537
3487	ENSG00000108055.10	SMC3	protein_coding	1823	6385	12744	3462	5575	4984	16194	2858
3488	ENSG00000108061.12	SHOC2	protein_coding	2339	6680	6457	2413	4816	3428	9085	2641
3489	ENSG00000108064.11	TFAM	protein_coding	791	3562	10794	2101	3248	2155	9852	1846
3490	ENSG00000108091.11	CCDC6	protein_coding	15052	18497	22710	7439	12262	5600	25666	4994
3491	ENSG00000108094.16	CUL2	protein_coding	1090	3240	6178	1580	3151	2111	7631	1634
3492	ENSG00000108100.18	CCNY	protein_coding	2724	6330	9332	3261	5235	4067	13883	3726
3493	ENSG00000108106.14	UBE2S	protein_coding	953	850	5520	688	6252	2240	3671	261
3494	ENSG00000108107.15	RPL28	protein_coding	63301	49990	78618	14725	115325	53283	77652	17123
3495	ENSG00000108175.17	ZMIZ1	protein_coding	17498	30829	15743	9014	8581	9804	38223	11585
3496	ENSG00000108176.15	DNAJC12	protein_coding	30	294	1038	18	8	397	331	130
3497	ENSG00000108179.14	PPIF	protein_coding	4553	13735	22710	7245	63889	6477	18878	2981
3498	ENSG00000108187.16	PBLD	protein_coding	124	5302	881	4068	185	630	6976	2322
3499	ENSG00000108219.15	TSPAN14	protein_coding	13775	13291	16601	3501	18918	11274	23271	2977
3500	ENSG00000108231.14	LGI1	protein_coding	42	268	0	16	0	1	13	232
3501	ENSG00000108239.9	TBC1D12	protein_coding	524	2605	2337	655	462	916	3319	967
3502	ENSG00000108242.13	CYP2C18	protein_coding	1055	10231	969	1685	189	1349	1337	313
3503	ENSG00000108244.17	KRT23	protein_coding	868	105	643	26	77	897	416	5
3504	ENSG00000108255.8	CRYBA1	protein_coding	2	4	5	9	5	3	9	4
3505	ENSG00000108256.9	NUFIP2	protein_coding	4947	15969	16324	7899	10659	9223	26986	6800
3506	ENSG00000108262.16	GIT1	protein_coding	3670	6052	12295	2764	7024	5334	12483	2614
3507	ENSG00000108298.12	RPL19	protein_coding	41937	38401	83464	15962	78858	33056	53272	22512
3508	ENSG00000108306.13	FBXL20	protein_coding	1251	3681	2451	1936	1514	1368	4202	2029
3509	ENSG00000108309.14	RUNDC3A	protein_coding	17	51	46	47	297	17	135	94
3510	ENSG00000108312.15	UBTF	protein_coding	4239	7737	9527	3040	8662	3588	9334	3122
3511	ENSG00000108342.13	CSF3	protein_coding	92	66	797	28	11956	1272	576	480
3512	ENSG00000108344.15	PSMD3	protein_coding	4939	5962	19004	2435	15897	6753	16213	2369
3513	ENSG00000108349.17	CASC3	protein_coding	4209	7947	17198	3496	7005	4952	11750	7412
3514	ENSG00000108352.13	RAPGEFL1	protein_coding	23467	21485	5325	2138	6617	4063	7265	963
3515	ENSG00000108370.17	RGS9	protein_coding	108	665	302	108	16	233	359	625
3516	ENSG00000108375.13	RNF43	protein_coding	479	902	680	226	438	173	1177	143
3517	ENSG00000108379.10	WNT3	protein_coding	77	56	141	27	55	105	1170	26
3518	ENSG00000108381.11	ASPA	protein_coding	102	1542	30	237	3	38	218	752
3519	ENSG00000108384.15	RAD51C	protein_coding	210	674	1224	382	621	409	1164	514
3520	ENSG00000108387.15	SEPTIN4	protein_coding	72	187	304	108	142	544	488	360
3521	ENSG00000108389.9	MTMR4	protein_coding	2157	5821	7081	2657	3297	1509	13438	2087
3522	ENSG00000108395.14	TRIM37	protein_coding	1044	2635	3997	1171	2295	1792	4851	1241
3523	ENSG00000108405.4	P2RX1	protein_coding	667	700	261	95	38	308	173	1540
3524	ENSG00000108406.10	DHX40	protein_coding	1245	3867	5325	1893	2013	2530	5068	1920
3525	ENSG00000108417.4	KRT37	protein_coding	14	0	0	0	5	0	0	0
3526	ENSG00000108423.15	TUBD1	protein_coding	334	685	1009	300	649	547	1617	275
3527	ENSG00000108424.11	KPNB1	protein_coding	10092	17222	40211	9325	22999	15256	36218	9068
3528	ENSG00000108433.17	GOSR2	protein_coding	1133	4130	3371	1576	3388	2727	9765	1905
3529	ENSG00000108439.11	PNPO	protein_coding	600	1755	1503	801	1161	874	3963	575
3530	ENSG00000108442.2	TVP23BP2	processed_pseudogene	0	1	5	0	0	0	11	0
3531	ENSG00000108443.14	RPS6KB1	protein_coding	1341	4164	3272	1682	3433	2721	5006	2130
3532	ENSG00000108448.21	TRIM16L	protein_coding	1589	1455	457	210	670	156	355	222
3533	ENSG00000108452.1	ZNF29P	unprocessed_pseudogene	1	13	3	1	3	4	11	1
3534	ENSG00000108465.15	CDK5RAP3	protein_coding	127	1314	205	358	102	550	1334	276
3535	ENSG00000108468.15	CBX1	protein_coding	1491	1826	2587	829	2315	1708	3723	1262
3536	ENSG00000108469.15	RECQL5	protein_coding	2650	4804	3472	1726	1476	2705	5773	1184
3537	ENSG00000108474.17	PIGL	protein_coding	299	1543	636	599	606	645	1034	678
3538	ENSG00000108479.12	GALK1	protein_coding	850	581	1301	230	356	925	2244	241
3539	ENSG00000108506.13	INTS2	protein_coding	816	2423	1579	869	1736	949	4142	994
3540	ENSG00000108509.21	CAMTA2	protein_coding	2614	8415	3909	3219	4431	2493	8972	3958
3541	ENSG00000108510.10	MED13	protein_coding	5345	13997	7723	5583	8501	8153	25344	5496
3542	ENSG00000108511.10	HOXB6	protein_coding	8	608	367	7	10	287	1602	75
3543	ENSG00000108515.18	ENO3	protein_coding	57	381	281	110	91	214	904	128
3544	ENSG00000108516.5	AC003958.1	unprocessed_pseudogene	0	0	0	0	0	1	0	0
3545	ENSG00000108518.8	PFN1	protein_coding	14959	30815	32595	11335	79510	24221	35646	9907
3546	ENSG00000108523.16	RNF167	protein_coding	6398	6970	4401	2827	5362	3283	8743	2836
3547	ENSG00000108528.14	SLC25A11	protein_coding	1823	3041	4166	1495	3647	1375	4716	1557
3548	ENSG00000108551.5	RASD1	protein_coding	138	698	210	745	132	1752	766	745
3549	ENSG00000108556.10	CHRNE	protein_coding	17	25	43	9	81	106	64	54
3550	ENSG00000108557.19	RAI1	protein_coding	3677	9869	9080	5115	8804	5067	8618	3546
3551	ENSG00000108559.12	NUP88	protein_coding	1530	3179	4889	1513	3900	1723	5261	1111
3552	ENSG00000108561.8	C1QBP	protein_coding	4147	4445	14210	2060	15680	2743	8250	1802
3553	ENSG00000108576.10	SLC6A4	protein_coding	593	48	13	8	10	17	396	27
3554	ENSG00000108578.15	BLMH	protein_coding	2270	1767	4649	785	4774	1432	5422	922
3555	ENSG00000108582.12	CPD	protein_coding	3300	49051	25819	11124	8925	14279	40583	6399
3556	ENSG00000108587.16	GOSR1	protein_coding	2386	7233	6329	2908	4671	3136	12688	3436
3557	ENSG00000108588.14	CCDC47	protein_coding	3718	9463	11445	4446	6560	5040	12845	3619
3558	ENSG00000108590.11	MED31	protein_coding	168	204	163	81	397	114	327	92
3559	ENSG00000108591.10	DRG2	protein_coding	1116	1857	2032	695	2355	1120	1866	713
3560	ENSG00000108592.17	FTSJ3	protein_coding	1814	3433	5465	1741	5383	2802	7952	1613
3561	ENSG00000108599.15	AKAP10	protein_coding	1029	3573	2934	1973	1852	1237	3208	1674
3562	ENSG00000108602.18	ALDH3A1	protein_coding	41378	20450	2671	3256	280	710	1238	1151
3563	ENSG00000108604.16	SMARCD2	protein_coding	5024	6808	9401	3398	8295	3708	8125	3660
3564	ENSG00000108622.11	ICAM2	protein_coding	75	190	502	65	22	452	211	157
3565	ENSG00000108639.8	SYNGR2	protein_coding	7977	18711	21039	4542	11986	39362	16677	3682
3566	ENSG00000108641.19	B9D1	protein_coding	252	611	1258	225	379	223	720	302
3567	ENSG00000108651.10	UTP6	protein_coding	1098	2687	5011	1278	3414	2359	6549	1145
3568	ENSG00000108654.16	DDX5	protein_coding	13924	47437	36976	21166	35403	38627	53994	26947
3569	ENSG00000108666.10	C17orf75	protein_coding	302	1092	1025	646	831	563	1368	550
3570	ENSG00000108669.16	CYTH1	protein_coding	4807	13786	3584	3981	4028	8405	9647	2797
3571	ENSG00000108671.11	PSMD11	protein_coding	5304	6596	12343	3425	13359	8086	19005	3356
3572	ENSG00000108679.13	LGALS3BP	protein_coding	16661	94406	61556	24313	54895	71294	118002	18560
3573	ENSG00000108684.15	ASIC2	protein_coding	0	2	9	3	0	8	19	7
3574	ENSG00000108688.11	CCL7	protein_coding	0	1	19	0	9	3	2	2
3575	ENSG00000108691.9	CCL2	protein_coding	308	667	914	285	358	1265	549	3006
3576	ENSG00000108700.5	CCL8	protein_coding	6	25	104	3	4	110	115	44
3577	ENSG00000108702.4	CCL1	protein_coding	0	0	2	0	0	2	4	0
3578	ENSG00000108733.11	PEX12	protein_coding	230	509	463	231	395	222	1143	259
3579	ENSG00000108759.4	KRT32	protein_coding	271	9	0	0	1	0	0	7
3580	ENSG00000108771.13	DHX58	protein_coding	369	1660	974	483	651	865	3487	474
3581	ENSG00000108773.11	KAT2A	protein_coding	1484	2819	10182	1317	2650	3417	7428	1241
3582	ENSG00000108774.15	RAB5C	protein_coding	1041	4155	5304	1655	3341	3964	6272	1394
3583	ENSG00000108784.10	NAGLU	protein_coding	740	3460	3281	1241	1646	2045	3069	1385
3584	ENSG00000108785.7	HSD17B1P1	unprocessed_pseudogene	58	174	170	25	146	57	84	74
3585	ENSG00000108786.11	HSD17B1	protein_coding	96	38	139	33	279	51	84	7
3586	ENSG00000108788.12	MLX	protein_coding	2304	5095	5402	2165	5298	2601	7031	1233
3587	ENSG00000108797.12	CNTNAP1	protein_coding	211	1476	1235	529	274	802	3149	1614
3588	ENSG00000108798.9	ABI3	protein_coding	399	516	1201	167	199	1443	858	225
3589	ENSG00000108799.13	EZH1	protein_coding	1534	3110	2339	997	1521	1408	3884	2847
3590	ENSG00000108813.11	DLX4	protein_coding	38	36	90	9	48	93	1074	9
3591	ENSG00000108819.11	PPP1R9B	protein_coding	3031	6266	12783	2305	6083	5432	10328	1597
3592	ENSG00000108821.14	COL1A1	protein_coding	3406	107955	635715	23413	299750	140122	120136	20084
3593	ENSG00000108823.16	SGCA	protein_coding	194	580	58	66	24	199	90	1876
3594	ENSG00000108825.18	PTGES3L-AARSD1	protein_coding	0	0	0	0	0	0	0	0
3595	ENSG00000108826.16	MRPL27	protein_coding	1157	2234	4848	1562	2805	1373	3136	1007
3596	ENSG00000108828.16	VAT1	protein_coding	21745	9043	10427	2592	12355	4523	21625	6055
3597	ENSG00000108829.10	LRRC59	protein_coding	3551	18684	55603	8757	22343	11070	17474	4635
3598	ENSG00000108830.10	RND2	protein_coding	69	67	74	20	7	5	607	249
3599	ENSG00000108839.12	ALOX12	protein_coding	11254	319	81	67	600	111	321	86
3600	ENSG00000108840.15	HDAC5	protein_coding	9119	4709	2694	1988	2195	2997	7197	3504
3601	ENSG00000108846.16	ABCC3	protein_coding	1746	42059	21607	14019	2266	22228	30117	2267
3602	ENSG00000108848.16	LUC7L3	protein_coding	2029	13574	14315	6354	3180	10754	14770	5924
3603	ENSG00000108849.8	PPY	protein_coding	3	41	3	0	2	0	0	4
3604	ENSG00000108852.15	MPP2	protein_coding	110	381	193	153	26	44	482	1336
3605	ENSG00000108854.16	SMURF2	protein_coding	747	5228	3956	1753	1734	2722	2839	1741
3606	ENSG00000108861.9	DUSP3	protein_coding	5980	11095	7895	4606	6565	5155	15645	10553
3607	ENSG00000108878.5	CACNG1	protein_coding	0	9	1	3	0	1	9	2
3608	ENSG00000108883.13	EFTUD2	protein_coding	4240	6752	14316	2947	10546	6353	15276	2057
3609	ENSG00000108924.14	HLF	protein_coding	1274	793	73	146	43	505	1094	5174
3610	ENSG00000108932.12	SLC16A6	protein_coding	1902	156	308	51	209	549	452	40
3611	ENSG00000108946.15	PRKAR1A	protein_coding	5534	16245	14029	7528	12284	12262	23124	10090
3612	ENSG00000108947.5	EFNB3	protein_coding	299	176	128	38	166	127	141	39
3613	ENSG00000108950.12	FAM20A	protein_coding	232	1909	568	2357	682	273	1049	1026
3614	ENSG00000108953.17	YWHAE	protein_coding	14157	24702	43178	11002	44042	14848	34181	7812
3615	ENSG00000108958.4	AC130689.1	processed_pseudogene	19	11	94	13	15	22	17	7
3616	ENSG00000108960.9	MMD	protein_coding	184	659	1235	179	699	645	6544	465
3617	ENSG00000108961.14	RANGRF	protein_coding	5	33	25	15	16	16	44	27
3618	ENSG00000108963.19	DPH1	protein_coding	524	1047	1547	502	967	634	1837	656
3619	ENSG00000108984.15	MAP2K6	protein_coding	313	2152	2704	724	52	227	1995	537
3620	ENSG00000109016.17	DHRS7B	protein_coding	759	1729	1632	1043	1235	887	795	691
3621	ENSG00000109046.15	WSB1	protein_coding	2772	13162	5989	4714	7583	4716	20519	7900
3622	ENSG00000109047.8	RCVRN	protein_coding	3	9	3	0	4	2	7	5
3623	ENSG00000109061.10	MYH1	protein_coding	0	2	0	0	0	1	152	0
3624	ENSG00000109062.12	SLC9A3R1	protein_coding	26879	24486	22323	6696	15191	18018	44742	3583
3625	ENSG00000109063.15	MYH3	protein_coding	92	364	52	115	29	60	204	184
3626	ENSG00000109065.12	NAT9	protein_coding	463	1712	3919	625	1787	1596	2745	478
3627	ENSG00000109066.14	TMEM104	protein_coding	1315	3376	6812	1217	3526	2087	7487	832
3628	ENSG00000109072.14	VTN	protein_coding	12	142	57	16	15	24	19137	38
3629	ENSG00000109079.10	TNFAIP1	protein_coding	4101	7643	5636	3260	18890	7758	9609	3281
3630	ENSG00000109083.14	IFT20	protein_coding	252	1204	827	408	457	805	1207	484
3631	ENSG00000109084.14	TMEM97	protein_coding	308	4111	8190	2841	1207	2961	5302	1924
3632	ENSG00000109089.7	CDR2L	protein_coding	884	7353	11541	2994	1788	9985	16592	1281
3633	ENSG00000109099.16	PMP22	protein_coding	521	4599	2585	1032	1092	3050	4731	8868
3634	ENSG00000109101.8	FOXN1	protein_coding	3486	242	41	7	3039	5	122	4
3635	ENSG00000109103.12	UNC119	protein_coding	798	942	2260	406	1642	712	3438	443
3636	ENSG00000109107.14	ALDOC	protein_coding	1331	1202	428	254	226	260	1503	536
3637	ENSG00000109111.15	SUPT6H	protein_coding	6949	19730	21559	6778	15073	13738	37698	11431
3638	ENSG00000109113.20	RAB34	protein_coding	1004	1348	8313	295	3054	2650	9594	2233
3639	ENSG00000109118.14	PHF12	protein_coding	1642	6896	7094	2466	3067	3707	11470	3055
3640	ENSG00000109132.7	PHOX2B	protein_coding	0	0	0	8	0	1	0	189
3641	ENSG00000109133.13	TMEM33	protein_coding	2980	10388	10990	4829	10315	5053	16172	2926
3642	ENSG00000109158.11	GABRA4	protein_coding	75	39	1	2	0	0	1	0
3643	ENSG00000109163.7	GNRHR	protein_coding	46	53	30	35	29	3	90	52
3644	ENSG00000109171.15	SLAIN2	protein_coding	6091	8835	7319	2946	10294	4124	8320	5584
3645	ENSG00000109180.15	OCIAD1	protein_coding	3062	9299	9578	4622	7654	5210	13411	3821
3646	ENSG00000109181.12	UGT2B10	protein_coding	1	1	6	0	0	0	15	1
3647	ENSG00000109182.12	CWH43	protein_coding	4159	882	0	492	19	0	0	177
3648	ENSG00000109184.15	DCUN1D4	protein_coding	704	4693	3181	1961	1846	1549	3761	2577
3649	ENSG00000109189.13	USP46	protein_coding	2740	2965	3581	1334	1675	757	3612	1062
3650	ENSG00000109193.12	SULT1E1	protein_coding	0	183	52	33	85	147	330	10
3651	ENSG00000109205.16	ODAM	protein_coding	1	497	161	1034	0	2	340	427
3652	ENSG00000109208.5	SMR3A	protein_coding	0	0	0	0	0	0	0	0
3653	ENSG00000109220.11	CHIC2	protein_coding	679	1058	584	282	943	989	1412	316
3654	ENSG00000109255.11	NMU	protein_coding	2641	394	221	86	339	327	288	5
3655	ENSG00000109265.14	CRACD	protein_coding	43	6269	2335	93	79	1214	4965	183
3656	ENSG00000109270.13	LAMTOR3	protein_coding	2262	5334	3147	1867	3570	1598	5732	2140
3657	ENSG00000109272.4	PF4V1	protein_coding	0	1	41	0	17	4	13	0
3658	ENSG00000109320.13	NFKB1	protein_coding	3961	7531	11449	2767	10976	10636	9868	2861
3659	ENSG00000109321.11	AREG	protein_coding	906	11754	449	1840	7979	3842	5776	229
3660	ENSG00000109323.11	MANBA	protein_coding	837	4616	3388	1900	1868	1425	6876	1253
