GSM4909553_20200611-190360B_012N_HG-U133_Plus_2_	GSM4909554_20200611-190360B_013N_HG-U133_Plus_2_	GSM4909555_20200616-190360B_014N_HG-U133_Plus_2_	GSM4909556_20200616-190360B_015N_HG-U133_Plus_2_	GSM4909609_20200611-190360B_012T_HG-U133_Plus_2_	GSM4909610_20200611-190360B_013T_HG-U133_Plus_2_	GSM4909611_20200616-190360B_014T_HG-U133_Plus_2_	GSM4909612_20200616-190360B_015T_HG-U133_Plus_2_
223123_s_at	1.73120000507878	1.95063554265021	1.93057742018059	1.8978122304401	1.84162983986884	2.30598877570917	1.66740282302677	1.78227757049129
223124_s_at	7.79992489722517	7.67738940166816	7.96331411760067	7.59849604855839	7.84712024579941	7.10791016877194	6.96897963741963	7.04950304641098
223125_s_at	7.68775737082211	7.68547475733527	7.74958280713845	7.84043709723525	6.91098700984836	7.59788525805698	6.67532681900588	7.25242231489729
223126_s_at	6.26612248704622	6.55196909606946	6.93090155505849	6.63450825385044	5.08852695255172	5.03915779886679	5.419278990331	5.4574961646764
223127_s_at	3.82368618945195	3.54458993570971	3.52498226176925	3.8004254040052	3.54458993570971	3.72842366648483	3.37439949429572	3.54458993570971
223128_at	6.21343404537578	6.11096714182218	6.13605728670882	6.19454575924373	6.28224448898823	6.07946332802089	6.42327674861625	6.43613629328802
223129_x_at	7.01071788879914	7.02745773477493	7.23193089632448	7.21702341638369	7.48948242486585	7.32818550526145	7.00854581233402	7.282954189888
223130_s_at	7.1037729395484	7.54198672909295	7.91918340410715	7.63635074527877	7.53880555981982	7.64009883823123	7.29330182566653	7.53562741200761
223131_s_at	2.07865871162709	2.05647804600738	1.94941782948585	1.94826037325671	2.11800539866705	1.89454005420042	2.06856158049712	2.01920200022322
223132_s_at	8.60404134784795	8.22016877967922	8.16601975371467	8.29546247109434	8.77739513184575	7.84557578663232	8.62744943541455	8.68347373228043
223133_at	9.31530313310752	9.21836777335597	9.2799151250957	9.22900974481798	9.40998309973027	9.29365433079174	9.09208280365326	9.53559887495123
223134_at	8.39258431134768	8.14570018826459	8.30923924764602	8.29483346992102	8.80785101955325	8.31943724945285	8.73686110243428	8.5739480489913
223135_s_at	6.72072937720925	6.71903835411568	6.70516421371125	6.72072937720925	6.78121115293671	6.79590243798789	6.58427799777643	6.52474044326607
223136_at	7.20585895176677	7.81637387310678	7.6959513257633	7.75378510556992	8.08391376615274	7.52844670083057	6.66437075690326	6.99833211895958
223137_at	3.36995308828105	3.36712284237901	3.35863210467289	2.98708056798513	3.4005754260615	3.29162383466992	3.38964329692297	3.48995914123535
223138_s_at	7.31633493769676	6.63727303782997	6.61316131001387	6.59348259060883	8.02933253839362	8.58283588240712	7.24709968503467	8.15036888821276
223139_s_at	8.6957478048836	8.48413234460166	8.53234802786231	8.43579547783431	9.19569088539603	9.77115683875284	8.69958808082919	9.47397093077028
223140_s_at	6.93010662758828	6.93843608415904	6.9376723242696	6.86669233394708	7.70572183366828	8.48791983761681	6.92134811356457	7.90453362337351
223141_at	6.92618848737103	6.86506225581542	7.01211566542242	7.09026046352663	6.71723665354758	6.6921849787074	6.72481818512199	6.73688705292427
223142_s_at	4.21684034408985	4.38651602832383	4.21642183113824	4.45661746098969	4.32015534333943	4.29206660145804	4.29206660145804	4.33782522926365
223143_s_at	2.47558584875281	2.04540755675524	2.10693160647157	2.02380135387939	2.48999960519406	2.61095152598834	1.88323969587263	2.11926011623052
223144_s_at	6.23334219330187	6.37335616134171	5.97815873598299	6.67213837230475	6.94495292357517	7.81931202890604	6.7726830375299	6.9886803695927
223145_s_at	7.95700723706753	7.62047169293164	7.41426130610075	7.69867839381806	8.11418460079317	8.41018163428959	7.60246729022872	7.50147467483093
223146_at	5.05094245706658	4.88996721175661	5.27165646644198	5.19145886913056	4.58468591397214	5.34711506404406	5.07766930954691	5.17695787659419
223147_s_at	5.2998727424115	5.11014801277547	5.13088457226226	5.36496629652497	5.46443789918176	5.69256785084293	5.31402731976513	5.48628514989971
223148_at	6.88055651092377	6.7060774332497	6.80556558630423	6.92600956811493	7.30774452955266	7.06568473747349	7.11614671913544	6.92244719438374
223149_s_at	3.51233935741755	3.3798921803679	3.54143273468134	3.4489834995458	3.52362779564167	3.54722632893604	3.32745957525888	3.32081074155531
223150_s_at	6.43901798367587	6.24939048344318	6.26151754520553	6.34241186056323	6.53087481414779	6.27769250216828	6.47062012830823	6.41564670399808
223151_at	8.12388582058124	7.92824868685625	8.18078525371421	8.03169459661434	8.6452754438789	9.38612737924073	8.08660111706616	8.47286924784179
223152_at	6.25807606393061	6.21006463550694	5.96623640647489	6.10496305183648	6.13742698474109	6.00229145110759	6.16407808416124	6.09243941846441
223153_x_at	6.51162805442541	6.02036941673288	6.22448326634416	6.27053230717935	6.35654175808709	6.50194750792292	6.46056563929947	6.52426168134902
223154_at	8.45029485413448	8.19857118994809	8.10042680830873	7.90253143005545	8.1954088083972	8.06776717515289	7.30182980128699	7.9343148419532
223155_at	8.1100742067889	8.45945313906311	8.15031420295072	8.28607308596371	7.87296305419354	7.10795466034724	7.65837114506415	7.95269077444938
223156_at	8.19883525313242	7.73495010344929	7.53759126589914	7.7957549101966	8.62441351386474	9.07481230019681	7.98913595549413	8.5124729313178
223157_at	7.60011756408509	7.85133356213445	8.03203715867653	7.70128528457539	7.5836805064163	7.83123310474906	7.2507326452782	7.4289118423644
223158_s_at	6.10682696158632	5.49802044685309	6.06219793185455	5.78446943634001	6.99591599529655	6.36026632821179	7.03824098099572	7.35407088715775
223159_s_at	4.22064195035309	4.07549203645223	4.34026145649689	4.35964257722792	4.6457795503573	4.37214276070489	5.13130779806472	5.17809563695815
223160_s_at	6.98561284048152	6.83206211584527	6.83693824350169	6.87323666544543	7.20722690448489	7.62357944557719	7.31844488274846	6.69582737169066
223161_at	5.40644581920184	5.37159388949709	5.19678948115388	5.46845133356899	5.17809563695815	4.99621894721715	5.14613636296265	5.42174430720966
223162_s_at	7.0475412735931	6.98422650379732	7.27603775769708	6.76453154022524	6.55342616954626	6.47916839312057	6.93800981120278	6.89349291118345
223163_s_at	6.31861445164848	6.27377245088996	6.50790020459005	6.22396668205144	6.42765599730455	6.74406451286692	6.63699795328611	7.08555937173008
223164_at	5.87947149443812	5.56228474816716	5.72484807838096	5.80166031743319	6.33943466804571	6.04381805022971	6.55760614213873	6.22093302212921
223165_s_at	8.44919388760145	7.89075439491009	7.69391634004073	8.29149778275161	8.12000175129477	7.96618885839905	7.70229019195509	8.10553628622919
223166_x_at	6.01857770694574	5.59416874300613	5.61124666407953	5.82782347333251	5.80940061714838	6.28825030685719	5.77485884120575	5.80368316246672
223167_s_at	5.65450502740722	6.30496879382167	6.68023774888499	6.08436703675592	6.00410749751912	5.09473582668089	5.92993076123344	5.36609980063874
223168_at	5.77752484570296	7.31388593951824	7.22134209564363	6.42487507318098	5.69353222564717	5.45124395293409	6.47666298019514	5.86186583786906
223169_s_at	3.45157859196534	4.71200464047608	3.92706480896685	3.70951709352901	4.3041069851422	4.50500854373507	4.32939142964104	4.06195604076965
223170_at	6.40322567085863	6.71498024861492	7.25190567197578	6.7219125716455	5.99746021988653	6.74490049103168	6.60053063963728	7.63737112055947
223171_at	5.7368608828134	6.06469556080701	6.46805563475918	5.98262755001857	5.74178580462442	5.68519599381997	5.38762122712291	6.15100822211774
223172_s_at	6.15475556886677	6.20456437653212	6.05870997980288	5.97941210461012	6.17586343761771	6.05870997980288	6.39366179565913	6.19740085328606
223173_at	5.84474213816522	5.08552933220606	5.44557649823186	5.44634679373903	6.57881406983668	6.38652743319513	6.09197595034622	6.15895220914493
223174_at	7.72941836947435	8.06747403305843	7.91139422422464	7.77803207557723	6.95196200377131	8.05470665101127	7.0352681830288	7.15847476088854
223175_s_at	6.00643422026706	6.02491220790358	5.94764202180082	5.83850077062114	6.34948033141382	6.48921854625702	5.77319849072856	5.80906511726714
223176_at	5.93634988902409	6.21116574826067	6.56583344926626	6.36358255491805	5.74802909673765	6.87045957588613	5.3943259505207	5.42588216852782
223177_at	6.74964027689587	6.67338967729982	6.98165422427589	6.71876522999931	7.05539826492121	7.34105257620684	6.69974488614185	6.43474859552028
223178_s_at	7.90360751194652	7.50246954386139	7.81976026033386	7.56878352693306	8.12774610614838	8.33144558191796	7.29075118616342	7.19060955201687
223179_at	7.38858333273955	7.34768813246802	7.01919388177254	7.50012773306229	6.69811665562583	6.72867440352168	7.35590216676132	7.36379622523995
223180_s_at	8.13220748485406	8.03275723163221	8.41127058567175	8.08878705968474	8.3084247089508	8.2875741747883	7.5948235594443	8.55038888206769
223181_at	5.06330394569902	5.22695480841327	5.45597011306915	5.27424717478206	5.2007215210847	5.48726209442823	4.30532556932571	5.33822694974764
223182_s_at	6.27744092314609	6.24104067211367	6.76063430387807	6.45511119069029	6.57429614126026	5.89992466756576	6.23499837702979	6.41449896102911
223183_at	5.06197117102816	5.29915915913387	5.90340446666739	5.5150689373108	5.56847185659406	5.32479125683909	4.946238517892	5.58359316990746
223184_s_at	6.14523411714155	6.0454849704723	6.45544604240484	6.05130682690654	6.13790370747825	5.74164356659327	5.84423179744278	6.00617959252049
223185_s_at	4.42315737357985	3.97216265457179	5.18843093171061	4.39815103154691	5.40149717543483	3.57334512128833	6.66590581531541	5.71695361419347
223186_at	6.94749536726761	6.70154160669947	6.71879772878305	7.18996280665813	7.98412141086271	7.953050628556	6.79295567554615	7.28487429468677
223187_s_at	7.84899737377731	7.34658011752742	7.61509865214521	7.61905744399446	7.80696384675854	7.5572838226765	7.98352876599441	8.01330406791073
223188_at	5.67863809962396	5.39639793706162	5.35204799978813	5.58038802871351	5.83141018900255	5.75121728684531	5.69668965425639	5.64366599096799
223189_x_at	8.52409521776575	8.36664571436608	8.4569001787987	8.46364235883023	8.68706141896723	8.31012629816935	8.67685056561469	8.38884899212706
223190_s_at	8.37325227460406	8.26559304226683	8.56632632899006	8.47982096120523	8.839106224362	8.18885039411599	8.82418146868849	8.52164618267694
223191_at	10.2143836496294	10.062931443971	9.78040872435171	10.0974971388783	10.1383794214644	10.433603135723	9.85227337009425	9.63490783429894
223192_at	7.1895543086706	6.80354301147109	6.87134421763153	6.91449235858384	7.17214954091657	7.26964375012529	7.37564521829913	7.01338230835343
223193_x_at	11.6634255011461	11.3582018504081	11.4692271429141	11.5094173201578	10.7566829442946	11.8604015277455	10.1251297686912	11.1118067444244
223194_s_at	7.20810042935072	7.12501320595177	7.12513759809945	6.95629696645499	6.39368154175845	8.52544765019622	6.41073901415443	6.67090785426793
223195_s_at	6.70002681319687	6.82917952071787	6.50968217072888	7.10822613163039	6.56649440968248	6.31796849376019	6.15587700786198	6.02737559181197
223196_s_at	5.81396186178689	6.11262756419851	5.81598196022386	6.26516921717603	5.50943632862337	5.2320090797572	5.38642253095426	5.39153157694896
223197_s_at	6.23911892253769	6.47638041561023	6.62599663128145	6.33010260797619	6.32342970854927	7.48042236304539	6.52760160197062	7.11135293455434
223198_x_at	6.37619083643026	6.37287543646651	6.46427811247783	6.70883930105018	6.53700913102796	7.26346520036895	6.60009927369734	7.10799860476478
223199_at	8.89996019797711	8.61927719924214	8.14407819732379	8.82079521562748	8.74123239585392	8.74211365773885	8.27184604140102	7.40780752273378
223200_s_at	6.37331617009578	5.61456965395466	6.01600262404225	5.85310701522085	6.88327201318889	7.76094745450342	6.68932915748292	7.40729123412165
223201_s_at	6.34774429601622	6.51743014862007	6.72559751396249	6.42817341752334	6.32434997906769	6.56154874186676	6.14644309254988	6.03887345525601
223202_s_at	6.77579529939168	6.75786038616755	6.84114133239606	6.78705930947563	6.79666204787309	7.01951220998089	6.54985519404264	6.89098674446025
223203_at	7.85528711368483	7.54814427199173	7.67096290265685	7.66270953945415	8.11767502938599	7.73199736529509	8.11285368466375	7.84994791054666
223204_at	8.32640121056242	8.28865599749279	8.48878960936098	8.47644552323096	7.86258412897168	7.46995576684902	9.48783554085294	9.77512375211815
223205_s_at	6.52691701060766	6.5192773667467	6.4287119073654	6.4359113350302	6.61283072184789	6.51777760020394	6.78445792305138	6.38437945258994
223206_s_at	6.41017232634437	5.96557252560686	5.82537468847559	6.52413076472799	6.65792173820278	7.00115191678503	6.11376135530682	6.94727008579366
223207_x_at	9.42585539564063	8.79203215920566	8.57418636804848	8.74236272750056	9.06113351601259	9.15217099296309	9.12837276485115	8.77465363946393
223208_at	6.79548853049554	6.57329857725641	6.68764870402489	6.61791369150445	6.99515435319297	6.87067968189277	6.80354301147109	7.11565081876143
223209_s_at	8.32457944032123	8.13389549676504	8.02459650804623	8.07456463058742	8.65703867979528	8.55833400280423	8.32988422689666	8.24563049214549
223210_at	8.18800463781233	8.57151581794692	8.58074976117707	8.47248685427028	7.68493869527701	8.19688841990511	8.39798462843207	8.47015100156222
223211_at	6.05142371613194	5.99211318820857	6.31884939255311	6.20419895469302	5.25310017250752	5.06422311324219	5.6453430437053	5.79327723018992
223212_at	6.83006898894788	6.80882582315365	7.02264194196071	6.94821325349106	6.82830861305419	6.8563153279796	7.01695230495847	7.33184436240307
223213_s_at	8.32008597116513	8.66178497401988	8.80236922056009	8.67931985476196	7.04935264010664	8.47093976336203	7.64613553297303	7.80222206098974
223214_s_at	7.34767905111509	8.28052676034463	8.16718961748519	8.03416933385041	5.98564187311382	7.48445608310584	6.37787306899295	6.9232333495404
223215_s_at	7.79430864131413	7.84239251648543	8.22506344534485	7.8556681784849	7.73199563635315	8.10893975998176	8.03244049922966	7.62902478042278
223216_x_at	7.58574952455077	7.42566878271905	7.17797961153096	7.321463487127	6.80382474088429	7.81159652068111	6.51352136840185	7.52790144677818
223217_s_at	7.59514796821408	7.15686637831538	6.98669244447593	6.88963928542586	8.74369092230488	9.85823244276086	7.95340114595004	6.99579700483317
223218_s_at	9.17761752126726	8.58746289653054	8.68322809077843	8.73144715030871	10.7131277155667	11.0302852126122	9.75224639124183	8.55105246015525
223219_s_at	5.9811171205837	5.87499606421796	5.90508675089206	6.00547222256696	5.65087674677166	5.82141589252505	5.60443755334306	5.51217300637682
223220_s_at	7.29275514015572	6.67471682823274	6.60044765517598	6.58153637011127	6.77995221551962	6.33457654382851	8.09678543518046	7.22958275602463
223221_at	5.94144587069436	5.8061812895228	6.01300352867637	5.94406550326031	6.31952411878936	5.50025267710545	5.83682256923467	6.04312321864012
223222_at	5.56721867461733	5.51594177509988	5.54575121185459	5.43626977337955	6.1876559614427	5.51879217306889	5.89479325909417	5.85656266179429
223223_at	7.88096944161555	7.80497756774879	7.96616233371522	7.63698935239837	7.58668406615339	7.3774321699583	7.26683029967501	7.63575925240404
223225_s_at	4.13456348702951	4.00466148295874	4.22800008350193	4.14766956516872	4.88838643652607	4.39657726853844	3.95763415778612	3.93534107624933
223226_x_at	6.65491092166	6.1091653887761	6.26204840265765	6.32473434369158	7.50547702834732	6.61917669201801	6.97812634666946	7.01703042201084
223227_at	5.96824914108586	6.24706282415353	6.33903870448752	5.99332253220964	5.70070281008616	5.06666461388924	5.8350874836043	5.84645711972309
223228_at	7.18069949541482	7.17556674575297	7.64832612978235	7.33515136366278	7.64206500758777	7.46344551257725	7.57963886971092	7.79463209713744
223229_at	7.11784426317679	6.19528303251724	5.96125935298199	6.60634320675274	8.48981160892084	7.99818246646279	6.91003926994634	7.54770592404064
223230_at	5.9668878657574	5.85654642604241	6.49501949055538	6.15695230020341	5.84659899143654	6.32143683260203	6.24688291417929	6.11716963436135
223231_at	8.1210934678995	8.0781582927459	8.07804499697679	7.9684607834745	7.98755649745106	8.85183946576918	7.81415828470496	7.99474792504404
223232_s_at	4.95080662169041	5.08552933220606	5.14606786031471	5.49785113064348	4.35685661612138	3.68905556271965	4.76742141467287	5.32262103855687
223233_s_at	5.77084208094677	6.18845410277693	6.21981128970978	6.38975896384777	5.54070858708093	4.75606655469656	5.61336847182377	6.09179423069445
223234_at	6.0695109074543	5.7237334555381	5.358672055383	5.84512649893622	6.53903152400834	5.88785534426366	5.95571825054125	5.7932316562086
223235_s_at	6.89695218774085	7.77296281014103	7.96890093804254	7.45192384537683	6.91212896936178	5.9475058507946	7.36823089978781	7.19060955201687
223236_at	6.1522254458871	6.31157067998933	6.38943658880484	6.60193981946614	5.5799707736517	6.3240209364281	5.9835562610255	6.3164435310965
223237_x_at	5.71312599793353	5.72861192376447	5.60598205941069	5.66571278771698	5.70177018039432	5.76366286942858	5.61160564130022	5.76387853047236
223238_s_at	8.82955220358046	8.79603240503615	8.8634697100102	8.759842082576	8.45228465648689	8.54575398126275	8.79122511780036	8.75647196987819
223239_at	9.01023115686757	9.40619388672384	9.2785135193506	9.20712430130386	7.71116282277043	8.24210833409143	8.18632812741907	7.75958157453689
223240_at	6.48012501706248	7.11412153544505	7.32151743209418	7.13590040423431	6.25445240982177	6.74285124498932	5.90505598326963	6.601282029749
223241_at	4.12840400106874	4.58254992965007	4.19297947982123	4.17984468101045	4.38949674775252	5.04509519705999	4.505541960364	4.31302940882919
223242_s_at	6.0786007626957	6.00913244987813	6.26305116416635	6.26867860781722	5.45310442975794	6.03651984323006	5.88663474714786	6.45461460280733
223243_s_at	6.34348710652134	6.68025906492683	7.29379013061999	6.57749058467031	6.955114310752	7.21648570031309	6.99414687828629	6.74234086929386
223244_s_at	10.7862834847415	10.6339164978145	10.7413136251164	10.596215177192	10.6897174884432	10.3886463730876	10.4379069771938	10.4707873013581
223245_at	7.18491970290451	7.05328520040673	7.28959899865101	7.17262097269037	7.00909343996198	7.59321677223269	6.9871712946478	6.82382285882048
223246_s_at	6.13861918328115	5.88672937032171	6.44536189066548	6.11767514896068	5.92075687304059	6.66074313381503	5.82060559506042	5.653323692515
223247_at	6.77026641260219	6.54989647693137	6.51723497582255	6.26924142085562	7.51124040180802	6.55340505543319	6.75861489439746	6.50602978213987
223248_at	4.72383564944836	4.67693338941358	5.03994122490559	4.88296621824724	5.03141568979408	4.50500854373507	4.72383564944836	4.99794570276051
223249_at	6.21287555680608	6.52844660750416	7.22496652068199	6.72869714334629	6.7492588759575	7.09896411539031	6.54564562331555	6.73554607392824
223250_at	6.40498568709439	7.03818452564184	7.29715157178069	6.92735019850958	6.74395065770877	7.17141276978288	6.81411595660877	7.05368692816409
223251_s_at	6.55621416399508	6.17296067524527	6.49595616103519	6.1493209350973	6.73052953720983	5.87846695039926	7.658514449638	7.84606205441572
223252_at	6.26414609088947	6.02392278928915	6.23274636669501	6.29673167309005	6.37409703865581	6.23274636669501	6.20939832324664	6.09179423069445
223253_at	5.42620851081181	6.08871130725446	6.35525718080892	5.79563440831546	6.0559552376947	4.99794570276051	5.59866924939236	6.87520563334521
223254_s_at	6.42759716462933	5.93072550480686	6.14622289930055	5.98345588058764	7.40262380770631	6.38257748826447	7.06425194964611	6.34216828211188
223255_at	6.14723659197517	5.92136963028081	5.98301036654018	6.04642119447315	7.97494262895735	6.37041004761301	7.04126329345985	6.11279316523888
223256_at	6.47503591246019	6.47074883999889	6.92222564092791	6.64254236514933	7.04599655764833	5.96980925072264	6.95499250555139	6.50720273139534
223257_at	4.91422438388668	4.88001823791772	5.57702387693352	5.21254843066766	6.25309249938174	5.03841487634289	6.17651152593188	5.47463579690254
223258_s_at	5.36472868746808	5.31988136632964	5.66049632744669	5.56724432761099	6.75634410759626	5.48557399010376	6.56533202961935	5.51296120008115
223259_at	6.89578080469725	6.73006191120617	6.68659169421521	6.70014597575978	7.46569157655178	6.7441829061412	6.9343151342803	6.95273260900642
223260_s_at	4.45885659245954	4.72079555410763	4.50239008380487	4.20937359840199	4.52954150929118	4.6244572688989	4.9103598673619	4.71644846143492
223261_at	6.09741724267773	6.17320692633164	6.38434925118343	6.20538170424937	5.44006585969696	5.38836336967433	5.88494632751704	5.97058380244891
223262_s_at	6.13028964667239	6.00752525782852	5.93317244166225	6.07719512960108	6.42550063731003	5.90233885304564	5.99785319656227	5.91022419226541
223263_s_at	2.9777976425764	3.22967003652509	3.02846030830261	3.59608935928136	3.07173858111192	3.02871749268192	3.3079578807906	2.53453687585129
223264_at	7.88499982588468	7.54455743811136	7.31450803418045	7.84906960321589	8.13314877639881	7.99424818526767	8.10124191575648	8.31014453039138
223265_at	5.56332445613265	5.30226532753677	5.53556152423293	5.64661480482462	5.32520829093791	5.39139961045414	5.00935709629143	5.42469477635029
223266_at	7.80947530034829	8.24355228431192	8.90090537499337	8.73337615651854	6.52975200689543	6.4251195787113	7.08830553761644	6.92730681963701
223267_at	7.19070074675124	7.35185223733932	7.50050195712841	7.43051498593503	7.34241213490025	8.375178756327	6.86685074689696	7.43518490813772
223268_at	7.54157559852021	7.42047574580133	7.54749010444515	7.15459418265576	6.7073269948982	7.10173661852714	6.8402871582977	7.07135606368943
223269_at	7.85219443618436	7.96719808331747	8.19861967021908	7.9905547889234	7.81381404944837	7.10280993512209	8.24619493451827	8.12460106936975
223270_at	6.59867472401872	6.37678918287478	6.70070777890619	6.53824930758546	6.59929832519278	6.9124326087621	6.61277474553438	6.88669734227369
223271_s_at	6.13406208123937	5.87566517191741	6.54450694716007	5.7431327902866	6.21109893727553	6.67732773805907	5.93281692077798	6.52351693659818
223272_s_at	7.44699079585853	7.3600219575664	7.39726939837778	7.28108511225625	7.83782593890835	8.17472466245307	7.09662343183504	7.91571493938682
223273_at	7.02324939119211	6.67135718698566	6.55875080987371	6.6564823893535	6.85307525635102	7.11042386256179	6.63596420110387	6.61518352291803
223274_at	5.40003915878779	5.57936356410267	4.91976187976013	5.05776192386268	5.73482910705828	6.10167365924626	5.42167907330882	5.51275734276101
223275_at	5.38453189433298	4.8874924045802	4.82686383519335	4.99236193307963	5.54211088723378	5.24644491758052	5.22580340601198	5.24644491758052
223276_at	7.52695960169016	7.80985023391322	7.18576099221651	7.04917013023497	7.49770003528128	7.39930038439143	8.22037040182822	8.18553190953211
223277_at	6.90934664602637	6.84715248040878	6.95899233649401	7.1132677436753	6.5366528547921	6.20751595049447	6.72852632288499	6.87190711831206
223278_at	11.1042231783806	10.7229642302643	10.5265742844579	10.8362875787745	9.34296700616058	11.1709035839368	9.43843729377376	11.2952717413326
223279_s_at	8.69325706334242	9.03405481358458	9.13212262447882	9.09374305859666	7.05234260265031	7.05509517214331	7.54627266750523	7.86768764228201
223280_x_at	9.03916072128631	8.38971604035858	8.05196280811252	8.28461343411509	7.97511954572419	7.30275823659085	8.96420933687944	8.40279284779385
223281_s_at	5.57665086100154	5.73985930013002	5.554479517774	5.56206188038045	5.2141335599599	4.95704692255402	5.49198637080606	5.71696670273124
223282_at	7.04215752375848	7.34832505070483	7.62902478042278	7.36592399749732	6.7667094445732	6.79144360662625	7.15408865696141	7.74343159864072
223283_s_at	6.37839775086737	6.55315303732664	6.67354882777743	6.77760497655465	6.41040244048729	5.93150612316149	6.38268767908504	6.97095939147166
223284_at	4.87453807611895	4.41433078459611	4.38367933790295	4.7541858363561	5.95270191085227	5.25094121228174	5.25566926058721	5.78108361041372
223285_s_at	4.33248099336069	4.08989887831198	4.16204452699654	4.21684034408985	4.30634173062761	4.15996541891001	4.25489098116481	4.35747156143059
223286_at	6.33025300667768	6.12096990491358	6.06468990945923	6.0339448101404	6.51455301513215	6.19879672942261	6.55664118848019	6.86584238161003
223287_s_at	8.26707457184213	8.03636106929212	8.51794213552719	8.10868248156733	7.45354232497581	6.81721808856415	8.53086773787945	8.06786166069163
223288_at	6.42759716462933	6.49646205618838	7.14546819340837	6.71923572817763	6.40702293138195	7.14088920048994	6.39145184554641	6.581602769549
223289_s_at	4.69674676444908	4.66809028188136	5.07910523733796	4.70055601369916	4.44932175345262	5.23386149121875	4.28845237812945	4.54518682839667
223290_at	5.72694624623645	5.43421312353991	5.25983506620654	5.39760821997503	6.00662824843088	5.9494380267655	5.83008770656168	5.60169292617831
223291_at	4.40821447148429	4.25651071518358	4.1275243736497	4.29198314669646	4.63945753489207	4.84843982343928	4.35592633084125	4.39530566850259
223292_s_at	5.78393780747228	5.64075837185223	6.0284213545879	5.88053427702625	5.96203913634734	6.60296863660139	5.54831790686453	5.83584522963962
223293_at	4.44920393976005	4.48076186935468	4.14420478808182	4.24657447198738	5.08705147732912	4.66074838790351	4.60957120090813	5.26812997898188
223294_at	8.44629840351679	8.20199859432708	8.40090977388953	8.26401051016732	7.58844570391688	8.01655188952588	7.97838732043162	7.79656735816013
223295_s_at	7.64240213602346	7.48171964113903	7.75432143907208	7.69578133473926	7.88603998985438	7.86629253832039	8.26699880237276	8.40219290040234
223296_at	5.58940657163028	5.8290140023004	5.90918266755997	5.28219144441398	6.89112463634815	6.65850873959602	6.01782880069985	5.95462204126659
223297_at	6.47517350731005	6.50519856808939	6.79743042224735	6.47975348947427	6.73853656117279	7.59805363332593	6.97938605104514	6.99039414129043
223298_s_at	8.76153380811488	8.63777213334908	8.27837617638813	8.49144516934497	8.58590276708656	9.30393781408653	8.68130079933553	8.2125757305004
223299_at	8.0366133219059	8.01517639429205	7.6676754671915	7.87639842306342	9.07681673919177	7.7666239635221	8.46888882376828	7.90184282964483
223300_s_at	5.39519996009387	5.16192399485911	5.47447584905617	5.40445884788106	5.27442801051031	5.36706133916553	5.52530174948282	5.64254165715496
223301_s_at	5.78127994130627	5.95149458480862	6.18224942547433	6.20273996413489	5.52099021441792	5.89553316139369	6.14300493077451	6.63559394875534
223302_s_at	6.06036419171735	5.85373278834621	5.54617602727704	5.68713914914719	6.49862042881395	5.81399714103511	5.67725477265496	5.73373650252719
223303_at	6.89852538538514	5.84210783169878	6.0488363282309	6.22419107549953	6.70154160669947	6.03381047900672	7.74728831386629	7.52252425819627
223304_at	5.77450632345229	5.75737259576917	6.21131999325735	5.83073264108525	6.08788260452916	6.64634617339664	6.35041148420938	6.62633021251225
223305_at	7.13188719500979	6.95828490330033	7.26359077403902	7.09732014741362	7.88359854979603	7.12106165062126	6.83303348019093	7.50261100519347
223306_at	9.90181440756342	9.81689007812563	9.76938708925865	9.63018010132236	9.26637537690279	9.89909927313627	8.80017191333024	10.5471176207926
223307_at	6.99224606389025	6.10343538190132	6.34922109114489	6.56992543808583	8.02302725070372	7.57036245124216	7.09827246070905	7.14038768755041
223308_s_at	5.39986108414375	5.47022244139942	5.34474982850018	5.4413291570529	5.91791218984446	6.12886950951687	5.26702234504056	5.01877126100408
223309_x_at	8.0398127852714	8.19150846685085	8.09498666658096	8.18598009092035	8.36452755141942	8.93820612140393	7.62574265675434	7.85468323783158
223310_x_at	8.88067198914946	9.07569162723059	8.8053376982383	8.92619020948716	9.28656881116602	9.79743025204615	8.44589006773519	8.86795980399146
223311_s_at	6.3446447732616	6.23667707336489	6.287566949087	6.47814483024179	6.21586227074766	7.40068533632131	5.84943656354515	6.30032501827448
223312_at	6.71746317746876	6.39908779477947	6.1729308204656	6.39908779477947	6.34675011367697	6.39663079129403	5.83341041503609	6.32701737327418
223313_s_at	5.10980842273216	4.57744384964964	4.67794333960591	4.46091808205016	5.90553485019892	6.72615368948795	5.70226116855605	6.74393270165607
223314_at	7.47575190651327	7.27251010169521	6.82085346424072	7.24587047739096	7.02698652733946	7.31585529453987	6.95464399233085	7.22327629537029
223315_at	4.70710708271104	5.70171253678977	6.20099500191579	5.85747044249722	4.30960911195869	3.93294323587965	5.50588928203877	4.78891298015914
223316_at	7.9889191765239	8.57726767662775	8.7889536187488	8.40494765455502	7.83293625961594	7.64025066569424	8.22676037231081	7.70032302149986
223317_at	2.79501472242259	2.40535949748299	2.41876943200033	2.68589311866789	2.70390746480614	2.60030859145593	2.61901324379395	2.58469782427153
223318_s_at	8.48722072360899	8.27939915221812	7.77602488594876	8.05419703322111	7.9451348113537	8.6808337166997	7.5995252446528	7.84587432031637
223319_at	6.27220689971051	6.06787851447231	6.47691478770622	6.27921268746036	6.61303206000695	4.6098585137115	5.78148421907892	5.73369702003266
