GSM4909553_20200611-190360B_012N_HG-U133_Plus_2_	GSM4909554_20200611-190360B_013N_HG-U133_Plus_2_	GSM4909555_20200616-190360B_014N_HG-U133_Plus_2_	GSM4909556_20200616-190360B_015N_HG-U133_Plus_2_	GSM4909609_20200611-190360B_012T_HG-U133_Plus_2_	GSM4909610_20200611-190360B_013T_HG-U133_Plus_2_	GSM4909611_20200616-190360B_014T_HG-U133_Plus_2_	GSM4909612_20200616-190360B_015T_HG-U133_Plus_2_
203136_at	8.6378117509747	8.24557958609978	7.61416531769894	8.59849322610512	8.60141719962901	8.06758693864036	8.71501133820604	8.54644019996643
203137_at	7.85592194396508	7.84173136312501	8.16858463638528	7.80746665957392	7.62776577869333	8.62781142533269	7.77467876252338	6.94254579711231
203138_at	7.71594079991049	7.75001258699405	7.81755513747757	7.80786661783797	7.8082114929894	8.78533705247264	8.03927493392193	8.36296220049152
203139_at	7.03340606672759	7.06290380740055	7.67648909255087	7.12097473019899	6.47393003949851	5.79139088540481	7.70358627072422	7.34367282987169
203140_at	8.9489773172405	9.47851882885937	8.60723785072803	8.76287549135795	9.4052089683103	10.6698412613849	9.39228636871053	10.0398174764652
203141_s_at	4.60905843237237	4.33812507714748	4.66194061808213	4.53132458788167	4.00515991229285	4.60065477678408	4.57334286582311	4.75740071446682
203142_s_at	6.9861668684388	7.32322251740264	7.31139169944188	7.24868152810527	6.58803191098801	6.80515651956724	6.9861668684388	6.93160452896664
203143_s_at	5.43045834926795	4.95789003609672	5.17569099422887	5.4078443028124	5.55323284811386	4.80323761131338	5.63729008398191	5.62413580920741
203144_s_at	5.30028941240323	5.03460564690647	5.24429413745765	5.30912370739921	5.24978944412127	5.23140494630827	5.847684484725	5.3697978582363
203145_at	5.76697837692499	5.10637145110254	4.98816496433208	5.59149858754224	6.95757549712625	6.71554840003133	6.156426197535	6.46704500476319
203146_s_at	5.90517095353791	6.15798219637445	6.14275980612388	6.20920953156165	6.14882151706459	5.76761805962985	6.44839655585543	6.20841131422372
203147_s_at	8.63100343904168	7.85222537649663	7.61374988419025	7.70515694386643	7.92888024355758	8.11028599083995	8.49550956703143	7.56956203224083
203148_s_at	7.88858099414532	7.49878388819471	7.69513347264826	7.29550845639608	7.34950629017135	7.4393992557931	8.24466533184715	6.99940910497362
203149_at	6.32210472532161	5.96839301739643	5.94307552379454	6.20817455222664	6.96024088892318	6.49709650900522	6.40861967400797	6.38754793582473
203150_at	7.05300833395144	7.06640965779301	6.90952296386821	6.76999742644088	7.2394461242248	7.33344271448382	6.80898094700787	6.76233535521074
203151_at	4.97232375476873	5.57990498740738	5.36764106460797	5.54548849810489	4.83081794785547	5.21529165253363	5.400415637194	6.13104119053257
203152_at	8.47813126996735	8.21040438515893	8.11701628292771	8.35685761653824	9.23835939750453	8.53760965375121	7.85777670996444	8.1067295895962
203153_at	5.8308500401331	6.19534027849506	7.05740745452872	6.73187334583297	6.61612183759921	4.56060143131143	9.26900554065747	6.39997454622231
203154_s_at	6.86654174460741	6.76408562688967	6.81919829307607	7.02725199187777	7.09816108536079	6.93522666277066	6.74337981704459	6.97850358119801
203155_at	6.42679926093117	6.07015907198736	6.21301420702761	6.23393235814365	6.23200314386865	5.9283157299201	6.61391893910252	6.89319853708214
203156_at	7.25604400554523	7.76622717006092	7.96296452873608	7.37885102969589	6.96406293700311	6.44223230760725	7.55071611722907	7.66917789101123
203157_s_at	3.99327025352032	3.99760330410946	4.07757454919591	3.85646955434005	3.99941062387262	3.7892260227592	4.32203218078506	3.69966984860168
203158_s_at	4.38605551195432	4.04971003400048	4.17256833873547	3.70632923325137	4.6672065066801	4.47906731493229	5.05404151263635	4.21397045458207
203159_at	6.86969861505048	6.75982227693478	7.19184353634277	6.19632105984609	6.66080448283945	6.59068604438632	7.36319889847155	6.37838167622719
203160_s_at	6.54741997591439	6.70272803668049	6.55615349767172	6.75462754290543	6.62987929440173	7.25264635172547	6.47532350755016	6.53660375637473
203161_s_at	3.76851207946924	3.49187360940178	3.9446792265144	3.73781030599128	3.72344749368202	3.83451891610171	3.59556118501263	3.56279128684049
203162_s_at	6.81800002951311	6.22239613044975	6.54547901255962	6.53477799388566	8.07941956290371	7.39299964349642	6.40768972257737	6.67311912439572
203163_at	4.46296325510906	3.42495699976192	3.51571039954965	3.76547135247336	5.56228320051711	4.70821953812222	3.85567704566547	4.15730085309523
203164_at	6.14435442064096	6.12188054058958	6.3899966090934	6.19030399434858	7.06986784078973	7.36567426096104	6.19491108948796	7.60532502735359
203165_s_at	3.85117767330888	3.69540568244089	4.49945251451717	4.01231889693586	4.66739619590382	5.05096377218439	4.14617244644054	4.78296214099129
203166_at	7.22679522858244	7.37416926787607	7.46899251471458	7.60041820500486	7.72202147672749	6.96648472959601	6.79775658333524	7.75571633337206
203167_at	6.6944442923423	7.30219903141877	6.84805279137404	6.70687794260947	5.39127273891765	5.26388327792379	6.49702995505776	6.9175342872463
203168_at	6.33947736987251	5.88129649737603	5.91579321927748	6.21712360699918	6.05191073877348	6.05922570626558	5.9796375104828	6.13390825969972
203169_at	6.01183743501643	5.80469541595569	5.81852824736557	5.94437737015031	5.69917576662229	6.10650806710034	5.84815933409924	5.54756563341069
203170_at	2.33267837552108	1.99328222330684	2.39370749142026	2.02069133188489	1.96230931594723	1.85487867083055	2.11242597431811	1.88316251584891
203171_s_at	6.51380132949204	6.66915896376839	6.74022776400168	6.56589152602619	6.49316788866544	6.92072513837395	6.37826478672402	6.14978889257944
203172_at	6.27679126808852	6.19026509019296	6.19129904137586	6.35734314655033	6.53499588642691	6.49240430087414	6.33806906437538	6.46262899895782
203173_s_at	6.47276299571676	6.47247564614197	6.46448075012254	6.60106382478709	6.43481231339318	5.36661828256695	6.51652016267263	6.34569933539995
203174_s_at	6.23946251322789	6.0012121335349	5.93768931295086	6.00926713489822	6.4087804509819	6.36151514722632	6.23145684886285	5.91504330649112
203175_at	7.81380922955563	7.45683722226972	7.25703251250543	7.64147666865482	7.34844665015697	7.7704871608096	7.54933896388695	7.21362402548192
203176_s_at	7.88435332031255	6.83741557027924	7.16733762792953	7.04280429682769	8.00202431755431	8.29012051795027	7.128912935603	8.05406504605405
203177_x_at	5.78974058682593	5.88409524254341	6.04886945290958	5.46103902028315	5.87886583327013	6.92596674439466	5.9473029249921	6.1483990821337
203178_at	7.74036738331502	7.25553651734236	7.96255855130975	7.53523013156214	6.47780068229654	5.45315251196202	6.67069825795522	6.64150610896864
203179_at	6.20912637533446	5.70628033164907	6.05300248078041	6.11818881933259	6.01462226469064	6.28060805811865	6.43719124504789	6.09197893123389
203180_at	6.78371215685857	7.66452836600336	6.8093932129687	7.34846583217362	6.50144261260308	6.52568275899844	7.0455269555357	6.09232335008786
203181_x_at	8.39126893462334	8.03493968355567	8.33112119283667	8.22290644192936	9.38014760340491	9.01483560524706	8.45526223836611	8.76486356775504
203182_s_at	6.2624029349446	6.21554244542155	6.46890033819656	6.40757873761984	7.44070060114884	7.28413225829548	6.51102921868659	6.9966651294071
203183_s_at	4.39065711467549	4.01906922116155	3.96529052295646	3.90657209970601	4.36967086199754	4.13593164171524	4.30337957191727	4.1554632338534
203184_at	2.69259150129639	2.80224352066775	2.60381116542278	2.56124912233332	3.05416830687698	3.85413775196948	4.01011910387587	8.09231703966847
203185_at	7.70897724090841	6.88669607037375	6.73401064955524	6.79637655721718	7.26720880555249	6.04885656024113	7.94169566183793	6.95236988182734
203186_s_at	10.3400808179756	9.90887673343194	9.77339709054289	10.5097075779037	9.62936582369403	9.20436113227862	10.1128161746288	10.6615824537529
203187_at	5.92065404815675	6.1543170017037	6.08741745294158	6.48531889708045	6.0591242787893	6.05934893986107	6.11279316523888	6.12557042365565
203188_at	6.45016280296422	6.51348180543405	6.95548771735156	6.5590160363188	6.6272163702887	5.84460649673019	6.55674846306256	6.35057582576874
203189_s_at	7.07140266845734	6.13976947799791	5.54978847193848	6.49787421501386	7.73556370022798	7.19802504187314	7.01681291457698	6.49911977404168
203190_at	8.39231238430894	7.82964126880231	7.82307715924629	8.04353522073503	8.84874928231599	8.46481861426644	8.52000032938539	7.98507114125877
203191_at	4.41885500596046	4.41309002012267	3.97311612287324	4.36276025492077	4.20711486453132	4.20592336087	4.35988162418828	4.19205996199358
203192_at	5.5519485082486	5.16947088173907	5.44743305321535	5.82215392032246	5.98253679878333	5.84652142762491	5.70560669832889	7.59678820650405
203193_at	5.9237049847933	5.73783743972366	5.62170235208521	5.9055053937007	5.93751682134587	6.28056424723623	5.79445949787007	5.81194931443328
203194_s_at	4.41201137157661	4.18162161124763	4.51385159997858	4.50190031267701	4.60679389312514	5.02777891096371	4.00327831863712	4.66553528989036
203195_s_at	6.59495600150103	6.25819744256523	6.51590298300139	6.40348616317127	6.27336718007197	6.70215303615459	6.4677181198548	6.3730306604095
203196_at	5.25279357510483	4.91315332418553	5.3268229821156	5.04426163252168	5.48716114705369	5.19749949542837	5.2629711997957	6.18438066350711
203197_s_at	7.7066289450676	7.6827646240619	7.29054761136214	7.59404237394496	7.57211931548251	6.95128539942643	7.42168164419157	7.52659609034642
203198_at	5.17805686507151	4.95208630064136	4.56862397190412	4.95409654096493	5.34918604485959	5.34711506404406	5.08552933220606	5.13713785423086
203199_s_at	4.67718175827127	4.71464154630129	3.84837005982147	4.56471506673395	5.46643406775042	5.21898934634476	4.28528329971133	4.97797889954955
203200_s_at	6.66857955015021	6.7698080314844	7.48042236304539	6.59737418127779	7.21977780740207	5.70182009297716	7.44049100757176	6.45744752120533
203201_at	6.67168760072848	6.05245227952302	6.50676331340155	6.23992235386484	6.76496629280858	7.28305428748404	6.53876800302147	6.8373693908873
203202_at	7.85419494257991	7.50743165279943	7.49802535849503	7.41677253154535	7.61687245793187	7.32151743209417	7.58423361952068	7.29040817168681
203203_s_at	6.42929329367106	6.04236692733881	5.52606514428325	6.17820765497361	7.01458082985483	6.70789127911924	6.07218125815481	6.51667779192142
203204_s_at	6.2588856294281	6.21390874770533	6.11084576651571	6.3006630327883	6.40539126151651	7.01555629969034	6.54453400650206	6.57632925116691
203205_at	5.8544682156039	5.78745833686908	5.44557649823186	5.83805579092476	5.674425565776	5.93489268386715	5.73686088281339	5.9473029249921
203206_at	6.95366640101349	6.79268234054558	6.46910592784511	6.71899165238231	6.57201103735536	6.54003258069826	6.80995365944178	6.7703085522091
203207_s_at	4.90874751873968	5.06605644271163	5.2619334515284	5.16875428621624	5.67113659601695	5.45835963977978	5.06729365366896	5.45782219463566
203208_s_at	7.06944369265441	7.27831540017033	7.61405381838352	7.42168164419157	7.85164345089161	7.59230887445904	7.36494766223609	7.77852256552718
203209_at	6.03712572757397	5.86967235697152	6.40550901456704	6.17559555868145	6.7755205249906	6.18056414481366	6.01601719136032	6.12325342260798
203210_s_at	3.95750243069451	3.82489864515273	3.66761956311805	3.73501098992815	4.27845027503142	3.95727171207747	3.92547968568408	3.59094709258788
203211_s_at	6.19338227658093	6.62321520998592	6.92321500238242	6.48308154916304	6.1137250361256	7.31975632431305	6.24010616855315	7.21757666730899
203212_s_at	5.93001478705796	5.95529624336204	6.24207387398809	5.99332253220964	5.46812517834349	5.65123872128015	5.58111833283767	6.09968286921808
203213_at	6.54039097493025	6.31929063371986	6.60595519735007	6.5432916109449	7.29138913082869	7.89874714760993	6.7548304820653	7.26418595814362
203214_x_at	5.83230657920184	5.46678042853762	5.13955468696761	5.39271956948592	6.37159280183262	6.84035855971038	5.83230657920184	6.04406593907699
203215_s_at	8.40042238581727	8.2932400663795	8.09377618446642	7.97897590787063	7.66659477313016	7.07578537342557	6.95086791750101	7.77353388090023
203216_s_at	7.4442718025834	8.0366102709756	8.36246334586669	8.18375476555523	7.16033252561751	5.79009616819938	6.19632105984609	6.65457528567435
203217_s_at	6.32336038596993	5.66566405356854	6.47369535698102	6.29032664597228	6.30939486156496	5.69254235200576	7.2528384041599	6.63522063849464
203218_at	7.09420205126267	7.08422846902832	7.09339705714715	7.21826810910644	6.82423952286247	6.45512212945354	7.03805316882659	7.32234480006569
203219_s_at	7.21751634272857	6.90826159055255	6.72196952868916	6.94323088728865	7.72249650736805	7.24919576327598	6.91843667588307	7.41218419470017
203220_s_at	4.50812885827239	4.69308143779825	4.51960906895493	4.69330194539239	4.81481955922796	4.66276412065586	4.78809302705543	5.06948798493625
203221_at	7.40155762113953	7.8467318067686	8.28694498700843	7.84832410053354	7.74664283246795	7.74887264160191	7.90499892595864	7.93080693495168
203222_s_at	5.00353958294568	5.52426408079035	5.82534225007332	5.53563130274718	5.63846015894837	5.69585725093196	5.6602972838061	5.69052047191294
203223_at	1.94645743861607	2.04125335069524	2.07558707114244	1.92270136784152	2.04672988901575	2.19702221700192	1.94716235597575	2.24265130928134
203224_at	7.07253002469553	7.72618845207319	8.12216876896625	7.68079722924027	6.65723473018502	5.96703630719146	7.24027152700763	6.57143994317424
203225_s_at	7.72730208278453	8.54814167564638	8.24171857956017	8.16071240982644	7.00068455270455	6.97143937630466	7.0355115346208	6.91166987398508
203226_s_at	6.66929755146075	6.73705491043262	6.40933627762386	6.76818784271635	6.19655434256903	6.29654325710465	6.33400819468164	6.30993187659548
203227_s_at	8.2708499128138	8.23679384181826	8.08655802236382	8.28672269732646	7.95805517346749	7.70118650160635	8.19747384055649	8.48192755282859
203228_at	6.56781358499238	6.28506712456243	6.08054393481981	6.42359703154917	7.01451429003822	6.64481710649428	6.37695674616375	7.01011406325525
203229_s_at	7.10246012841537	6.72850990836213	7.16425733808455	7.14144081461332	7.71066990821744	7.10883346980757	7.53862903013785	7.43349267051323
203230_at	6.55737957214683	6.43411363438691	6.43176391754205	6.56224119382827	6.81108617447831	6.03984896973043	6.44172440871481	6.03984896973043
203231_s_at	4.36913702901448	4.87428013010224	5.62119925348598	4.80830724012494	4.21724864440779	5.69221689724606	5.60617904197715	5.77895133181477
203232_s_at	7.13522527439348	7.22298324581717	7.65609919234054	7.29641578883995	6.82781546768979	7.52851079417735	7.44139301740922	7.4904885150274
203233_at	7.88323500330571	7.09972444480431	6.85295895809053	7.26345006857205	8.14590602999069	7.60104594100927	7.65307945666684	7.09562203985879
203234_at	7.72606138987771	7.41537250770547	6.88714625710709	7.78884166122429	7.17469699911723	8.34098153813572	6.46461627124348	7.05478839079736
203235_at	4.71659437205334	4.52080038416778	4.57740064388307	4.78503240037751	5.10722165389564	5.26965617234395	4.52076315912654	4.76053921535248
203236_s_at	6.26470614271965	5.58587443053009	5.60837104034496	5.83805579092476	6.40568515890786	6.03277169773836	6.56826143533967	6.3006630327883
203237_s_at	5.09886484600629	5.20592620289914	4.98920378093567	5.33376227378824	5.14542170253132	5.43479071519316	5.08552933220606	5.09078079275755
203238_s_at	6.66646493523897	6.2679016979983	6.04942678009302	6.79845811039597	6.96525861533611	7.34069585677597	6.42104832872654	7.11872552690163
203239_s_at	4.83064262602622	4.52787846112252	4.33738150253462	4.65777399642131	5.54246399719363	5.05840960821102	5.01475791017849	5.40024771419071
203240_at	8.0185910841658	7.21886037675875	7.11399638585885	6.76426735666896	5.6804601503334	7.01730337679548	7.54847101561013	5.74026438752761
203241_at	5.83870834064764	5.57077465728019	6.05399520164157	5.794469945104	5.96789694297154	6.60511657869406	6.50300577530253	6.74883308091902
203242_s_at	5.47922766808306	5.62812817502088	5.06595366308265	5.25539759377099	5.38967851377035	6.22847170385239	4.11550372211531	4.9737441752126
203243_s_at	7.35194230782133	7.94814111167843	8.10783082208415	7.67477874351311	6.8596978088998	8.03476249723281	7.18409986062643	6.9587956763808
203244_at	6.84980727070608	6.70107428192302	6.69383776390913	6.79677776151591	7.77745293909871	7.20556746846342	6.66325002587853	6.90950473681791
203245_s_at	5.66381542735987	5.62518067605238	5.87539827132569	5.95073881038129	6.04087156756898	6.22341268505776	5.85781236887623	6.24468659200863
203246_s_at	7.01722688799419	6.90434472812634	7.0808218413145	6.8636914426946	6.74697805750011	6.2162744318022	6.71650669351195	6.65425212046949
203247_s_at	7.27291002451639	7.38036007829792	7.27887042182518	7.33846780203561	7.10500562138322	7.43645620376595	7.31840425726805	7.59421021277887
203248_at	5.00791405033588	5.29303851808293	5.11956614923961	5.3610397826422	5.09783246481618	5.14192673575054	4.8601545699356	5.03872194911079
203249_at	6.82262440452596	7.06732779835	6.9723891528254	7.114097760781	6.56857947707542	5.85035860707371	6.90440221444837	6.58370079038881
203250_at	7.26890389888428	7.14697686465126	7.64448553787602	7.25763517587223	7.2041403643991	7.85100185736185	7.94046317967365	7.64982712397307
203252_at	5.96393956193868	5.24153206045915	5.07780475278734	5.43591974236214	6.75695801799174	5.9715564067718	6.79043654578052	5.79463214388638
203253_s_at	6.83630103369917	7.26474375117997	7.38171436008864	7.18425950695602	6.57505956442631	6.54318693325091	7.20358237054454	7.40314925581991
203254_s_at	4.86382270365124	4.74476447832154	4.38949674775252	4.75605354501826	4.36788567849101	4.50500854373507	4.78916131753103	5.01151680806251
203255_at	7.31430663748063	7.05967156915943	7.44759925886979	7.51827598928715	7.60040113765596	7.43225730814528	7.50914234509253	7.65174474214485
203256_at	7.73637035384095	6.01488983997695	6.25556941039622	6.46537737504013	9.86583063886329	8.57903327438739	7.70397650690123	7.76071501736514
203257_s_at	6.60609122996323	6.56502008446943	6.69524093691554	6.64860151646499	7.31342229522926	7.15022535215343	6.83407329557186	6.94882115544692
203258_at	6.21733863967578	5.44557649823186	5.22666189552354	5.68452675276124	6.84436188487553	6.83082878162084	5.89025408498664	6.08185093460766
203259_s_at	9.43641931120664	9.40770212751536	9.04484467485804	9.14176592011739	9.27885758286497	9.8983436026392	9.02771870976622	9.57626865280965
203260_at	5.05399121669937	5.21236400141517	5.26872630786203	4.84692786772837	4.86480647873065	5.01677031027452	4.50360549160287	4.81770469881784
203261_at	8.89056190338427	8.85545724272638	8.83037089070634	8.82309715256658	8.67366327522815	9.6199071695519	8.26363309004534	8.60769745295539
203262_s_at	6.98305446363304	6.96504882943622	6.90634301923681	7.2987908361945	7.14821788942647	7.13544357885223	7.48946569451238	7.14304961583107
203263_s_at	5.14643819348023	5.87902185654848	5.65242605578127	5.49498176170864	4.76885323215688	5.40887734083111	5.0195387414813	5.29735618902208
203264_s_at	5.40219937244012	5.92128000618178	6.07177515039395	5.77673766192755	4.99655481018339	4.61206271976386	5.38726038039874	5.20791493061768
203265_s_at	4.89625752316331	4.94491045058283	5.32157169113972	5.18732795670472	4.19460525996512	5.01950634894365	4.6696355394834	4.88363743410055
203266_s_at	7.09928900771351	7.20924966806888	7.41735465801869	7.24301508731533	6.08745943087831	6.78984151806106	6.8836134967785	6.91699196035424
203267_s_at	5.32077186588769	5.19993547735757	4.74731839055436	5.28833872099726	5.54162208729575	5.4177833759327	5.17809563695815	5.16759408617888
203268_s_at	6.01761594991381	5.78016473337665	5.95337388079954	5.92308084347192	6.05938110520194	5.97826053852157	6.05839532830877	5.9473029249921
203269_at	7.910919728751	7.87900379664039	8.08930007617758	7.93732691986215	7.92166664844811	8.5250595305638	8.21727732812305	8.65973131841917
203270_at	4.69470111392334	3.9995676164988	4.39611689159422	4.33927420781165	4.82016554088141	5.57746067726783	5.13352815202456	5.46549167659313
203271_s_at	6.37330041848984	5.87175505674142	5.98771797486893	6.00603483262413	6.61577116371286	6.72218541649994	6.28985869478783	6.55695378443401
203272_s_at	7.50847882209897	6.92311260243772	6.645479753413	7.23512210325288	7.26574848872945	7.44031949472666	6.64618820476482	6.87182663913349
203273_s_at	6.35869302556442	6.27631277428445	6.19135714747478	6.32777843833229	6.20634608063672	6.23967029592125	6.28297421620406	6.1318214685821
203274_at	8.00923439073676	7.60324160709965	7.46338086454192	7.65982014052383	8.82595154906665	7.74895544267882	8.27626049058302	7.77613515287316
203275_at	7.04584959049495	7.08703302248888	7.11653702288922	7.03689499113082	7.42299002991114	7.07477960274204	7.31311745756261	7.15268463517707
203276_at	5.76646372789911	4.70122051636245	4.79586827360125	4.85154984605337	6.02951060318815	5.23712592237003	5.57327744225514	5.6656127227499
203277_at	6.11467106498442	6.00477523084093	5.93941308076094	5.93257950713927	6.45501451014817	5.49108891727675	6.3088641287422	5.52425254234196
203278_s_at	7.16696105293316	7.13303969017678	7.27199538306015	7.20543324200472	7.34534074031993	7.50872632278054	7.61485299391236	7.36467781769149
203279_at	6.99781415209713	6.84043518868664	6.76313699750851	6.90000991111669	7.34260394444329	6.74758158805616	7.23522480099969	6.74366720412747
203280_at	4.7703241620727	4.52795875537204	4.49873085062473	4.50188834090371	5.15220496885648	4.92274442429843	4.64075538325147	4.60930853796511
203281_s_at	6.25625791400525	5.78016473337665	5.59988271771154	6.06373138603257	5.80244512125441	4.69539894397743	6.75663372854563	5.69376533716263
203282_at	8.18588865385021	8.14197427213967	8.22589713152826	8.12194028485555	7.57557814823573	8.22132522767024	7.54326441157706	8.22559544665262
203283_s_at	4.17400155629415	4.12897025514177	4.4474628702659	4.13135729480867	4.5996315981061	5.48865075816948	4.77897402928133	5.11858973373793
203284_s_at	6.57212206429235	6.71980443129419	6.8073954530545	6.89104165826982	7.10981669157469	7.49848594478991	7.21617124020044	7.56956601265086
203285_s_at	4.62543530733221	4.65759176509258	5.11457151544929	4.68435078762984	4.65487614417636	5.05074181606098	5.12220635717306	5.10019433920514
203286_at	7.57582429753146	7.05202926545585	7.01684272056057	7.1294273680329	7.44200434826223	7.34760114517839	7.46666389919698	7.83372263021939
203287_at	7.19783446568485	6.91190934673235	6.31884939255311	7.10473094334946	6.98937788497028	7.87735743808104	6.29664235956601	6.84462844402892
203288_at	6.76101500501333	6.63317257664925	6.64988207867604	6.86957440921508	6.38585682198126	6.2609807017257	6.50797039122063	6.93531620157442
203289_s_at	4.45661746098969	4.75008132529111	4.51996762529278	4.60452881880588	4.37046670711197	4.61173282172425	4.3191861956227	4.249778801767
203290_at	8.86172941890086	4.63892687906575	4.18092035436405	7.79447062332215	7.65813383888757	4.6564889205339	4.50830905524021	8.23226289764593
203291_at	6.06829761674475	6.10189090845552	6.58624873457124	6.32892839138783	5.80457761321839	6.56337755218305	6.24079581984074	6.54261776614699
203292_s_at	6.92694406923713	6.94177787487406	7.14419309628254	6.97300728305537	6.36997848755405	6.45134693737982	6.85381251197726	6.93891204617247
203293_s_at	2.69023377442516	2.62884817340762	3.01118158321738	2.40040743396545	2.5913850250838	2.82573600701183	2.52116688380601	2.42888434314355
203294_s_at	2.32961319590332	2.32961319590332	2.23621496998587	2.49250272140233	2.31492851337724	2.29921216990389	2.18143192507462	2.18916046749461
203295_s_at	5.60064078754161	6.8164008297604	6.77418696498439	6.39582478762384	4.58271197472297	4.15816152837609	4.69418585571333	4.12278491573676
203296_s_at	6.95933980373452	8.70328599701354	8.58664921571525	8.00976570016307	6.2635877558449	3.72176287050075	6.47433407187097	5.84423452847036
203297_s_at	7.76202404755756	7.79275627467407	7.75502407925461	7.876025812317	8.28768339838144	8.80680563541418	7.90196684906225	8.24474340675384
203298_s_at	8.02673247376548	7.77785120579531	7.99025740974773	8.02655038987592	8.49631461539652	9.15970663747672	8.14442608034997	8.40497003740232
203299_s_at	5.86491448768937	6.0456080544726	6.33903870448752	6.27434322008326	5.66301712746527	5.47830731749996	5.83664525048425	6.19398925324491
203300_x_at	7.01037589093673	6.54954186711102	7.04346771941158	6.72330469047153	6.70032874010342	6.54418704157572	7.24887515532966	7.20045199932652
203301_s_at	7.02748826502193	7.1823749661741	7.3959447501073	7.2697290509709	7.16987782251936	7.35018195736872	7.56967575068686	7.53331869267649
203302_at	6.55968786714559	6.52284768474623	6.99340334098157	6.15297230815266	7.17313454874744	7.53804245820111	7.3541100528486	7.12576263807267
203303_at	9.89286973436284	10.3819078668101	10.3327525274047	10.3900594740752	8.82823904479116	9.78474731576407	8.46538385618061	8.71391873957787
203304_at	3.92713176042877	4.66019269416977	5.30070052063968	5.12507095092409	5.77874806937409	7.72163533421214	6.18470164148095	5.87770679476199
203305_at	7.94737080020601	7.67651751175266	7.91261671007336	8.4490151826084	7.10400781382948	5.1185363147563	7.59488442466686	7.68084989627492
203306_s_at	7.52220403268095	8.03543029082448	8.43808264781096	7.80762510217867	7.27802622902204	7.01630088807482	7.78419216379461	7.8895761749948
203307_at	6.21939936921242	5.97049621457746	5.92726233730209	6.16851371666131	6.42263582891171	6.66533019760088	6.37793858042237	6.53237707606037
203308_x_at	5.97411923311198	5.84811077656554	5.71642748934778	5.97078944168898	6.01264980674013	5.47830731749996	6.18896381301267	6.0266809139408
203309_s_at	5.55526078961547	5.17310595057397	5.30211658157784	5.21561227387066	5.21254843066766	4.97798174507554	5.4935069681571	5.36785165270948
203310_at	7.70099785670889	8.09177084973575	8.14115473491848	8.01278830821468	6.85691393761545	7.18851587480331	7.88241903246344	7.55478674889425
203311_s_at	6.61989826006114	6.64617449699263	6.12824569042224	6.66290990243148	6.17429824966315	6.55591432627579	5.77999801567482	5.70955153588978
203312_x_at	8.92801052967293	9.23350033344192	9.26873165901249	9.28975532271786	8.61508213765511	8.71725614742344	8.52266923365033	8.13400325872953
203313_s_at	6.04520944389096	6.66179692526236	6.17995112726168	6.0342510567587	6.51405613633678	7.29029756143442	6.89729443509949	6.41926521031358
203314_at	6.50288428463806	5.96612677549218	6.0090307062598	6.06646744250709	7.01902519865638	6.63905023076384	6.07887710877064	6.24485931295362
203315_at	8.45364162543936	8.72826215906392	8.48430577101897	8.66822199387707	7.94420304722783	8.53737432319975	8.27551072678949	8.09903666374715
203316_s_at	10.6735316069113	10.4550521036241	10.4698568513822	10.5319462065234	11.2656181015651	11.2897833019608	10.6257243314268	11.1738606706193
203317_at	6.11833725141679	5.4562486658382	5.29853178386246	5.53617873373221	5.87529318862962	5.84144514335472	6.00566268661665	5.48062150069422
203318_s_at	7.88491522588512	7.84456292821346	7.95151861628481	7.82177219052574	7.70114825662401	8.91760916482219	8.19845569887475	8.88898508555588
203319_s_at	5.29212501263845	5.71394307373573	5.66759307044154	5.92075687304059	5.11887808421246	6.79411410336306	5.64254165715496	6.56917469081319
203320_at	6.08659908614153	5.56832447446045	5.77073507881559	5.93647258495105	6.18081454443467	5.40507605288248	6.71729132407287	6.6406753443604
203321_s_at	7.07904915186606	6.92824111248914	6.94300273564474	6.99496677038735	7.62452659109287	7.35248651952466	6.91216574149192	6.96097392573341
203322_at	6.65427747284675	6.50905387272948	7.05071948129679	6.47835829751583	7.11329734430345	6.82914506607625	6.35142081980458	6.51803261269578
203323_at	8.11086702325982	8.6795818973684	8.37792387139331	8.62383098639319	7.87451797097319	7.94606112865157	8.48087445426865	8.2846794475711
203324_s_at	7.58985398026381	8.20580015196956	8.04672619554711	8.0110074953443	7.97868589614442	8.33633902830601	8.47030355029313	8.1800403570367
203325_s_at	6.2338676182283	5.94588884636941	5.93218998759189	6.4320344578943	6.79707087286019	7.14816493137916	8.50127207127834	8.88888408524802
203326_x_at	6.00785339355438	5.60209482255259	5.73511172419703	5.56416895810388	5.7257696067724	5.86909683977452	5.63177661240867	5.66847559284338
203327_at	7.23265315786093	7.36845417986546	7.79411990493078	7.31128999553612	6.63457999972077	6.99810486390481	6.78149944242901	7.14042902727391
203328_x_at	6.24929677559572	6.37493223207946	6.65096600328979	6.62482746458576	6.1330226972351	6.6703032865685	5.67593587723461	5.91729584507797
203329_at	6.14308007838781	6.4672344659134	6.46680133816083	6.59564792235565	6.02643200483098	5.60629841507561	6.44565166571644	6.93448462660425
203330_s_at	4.95195766683779	4.9604214647778	5.18743721251137	4.95670150380408	5.08091597875681	5.22497668047882	5.08072213644012	4.87662350250317
203331_s_at	4.37650951761384	4.40102058440593	4.22650376099137	4.55242676906067	3.95547450781662	4.15323985720075	4.42979751152267	4.38949674775252
203332_s_at	6.36333690251415	5.4773148485709	5.7057104511894	5.79919155916014	5.68605115617046	4.84556299954974	7.10447289667153	5.84415348767183
